Date,Close,gain
2/2/2011,2257.35,-0.003377483
2/3/2011,2242.2,-0.006711409
2/4/2011,2230.35,-0.005284988
2/7/2011,2233.5,0.001412334
2/8/2011,2241.75,0.003693754
2/9/2011,2197.8,-0.019605219
2/10/2011,2210.55,0.005801256
2/11/2011,2213.9,0.00151546
2/14/2011,2201.1,-0.005781652
2/15/2011,2222.3,0.009631548
2/16/2011,2218.5,-0.00170994
2/17/2011,2230.95,0.0056119
2/18/2011,2221.7,-0.004146216
2/21/2011,2233.35,0.005243732
2/22/2011,2235.9,0.001141783
2/23/2011,2221.65,-0.006373273
2/24/2011,2218.9,-0.001237819
2/25/2011,2221.35,0.001104151
2/28/2011,2208.55,-0.005762262
3/1/2011,2198.05,-0.004754251
3/3/2011,2178,-0.009121722
3/4/2011,2166.55,-0.005257117
3/7/2011,2149.6,-0.007823498
3/8/2011,2162.1,0.005815035
3/9/2011,2182.75,0.0095509
3/10/2011,2187.75,0.002290688
3/11/2011,2171.95,-0.007222032
3/14/2011,2122.4,-0.022813601
3/15/2011,2085.4,-0.017433095
3/16/2011,2045.25,-0.019252901
3/17/2011,2099.3,0.026427087
3/18/2011,2039.8,-0.028342781
3/21/2011,2043.5,0.001813903
3/22/2011,2039.75,-0.001835087
3/23/2011,2024.75,-0.007353842
3/24/2011,2096.2,0.035288307
3/25/2011,2097.45,0.000596317
3/28/2011,2097.35,-4.77E-05
3/29/2011,2080.45,-0.008057787
3/30/2011,2095.45,0.007209979
3/31/2011,2062.95,-0.015509795
4/1/2011,2090.9,0.013548559
4/4/2011,2121.55,0.014658759
4/5/2011,2112.55,-0.004242181
4/6/2011,2129.9,0.008212823
4/7/2011,2148.85,0.008897131
4/8/2011,2177.9,0.013518859
4/11/2011,2147.75,-0.013843611
4/13/2011,2134.55,-0.006145967
4/15/2011,2104.9,-0.013890516
4/18/2011,2120.4,0.00736377
4/19/2011,2119,-0.000660253
4/20/2011,2114.15,-0.002288815
4/21/2011,2111.55,-0.001229809
4/25/2011,2109,-0.001207644
4/26/2011,2115,0.00284495
4/27/2011,2193.9,0.037304965
4/28/2011,2227.9,0.015497516
4/29/2011,2257.65,0.013353382
5/2/2011,2273,0.006799105
5/3/2011,2292.5,0.008578971
5/4/2011,2336,0.018974918
5/5/2011,2255.65,-0.034396404
5/6/2011,2294.35,0.017156917
5/9/2011,2293.4,-0.000414061
5/10/2011,2303.9,0.004578355
5/11/2011,2334.2,0.013151612
5/12/2011,2340.45,0.002677577
5/13/2011,2339.5,-0.000405905
5/16/2011,2372.2,0.013977346
5/17/2011,2359.9,-0.00518506
5/18/2011,2335.4,-0.010381796
5/19/2011,2320.15,-0.006529931
5/20/2011,2333.6,0.005797039
5/23/2011,2333.55,-2.14E-05
5/24/2011,2341.35,0.003342547
5/25/2011,2339.3,-0.000875563
5/26/2011,2328.65,-0.004552644
5/27/2011,2336.8,0.003499882
5/30/2011,2312.2,-0.010527217
5/31/2011,2321.5,0.004022143
6/1/2011,2360.65,0.016864096
6/2/2011,2366.7,0.002562853
6/3/2011,2394.55,0.01176744
6/6/2011,2369,-0.010670063
6/7/2011,2359.3,-0.004094555
6/8/2011,2360.05,0.000317891
6/9/2011,2364.7,0.001970297
6/10/2011,2402.3,0.015900537
6/13/2011,2433.2,0.012862673
6/14/2011,2434.45,0.000513727
6/15/2011,2445.2,0.004415782
6/16/2011,2459.9,0.006011778
6/17/2011,2350.85,-0.04433107
6/20/2011,2327.6,-0.00989004
6/21/2011,2320.75,-0.002942946
6/22/2011,2317.45,-0.001421954
6/23/2011,2316.85,-0.000258905
6/24/2011,2338.5,0.009344584
6/27/2011,2326.55,-0.005110113
6/28/2011,2331.95,0.002321033
6/29/2011,2357.4,0.010913613
6/30/2011,2350.15,-0.003075422
7/1/2011,2346.1,-0.001723294
7/4/2011,2356.1,0.004262393
7/5/2011,2335.55,-0.008722041
7/6/2011,2331.7,-0.001648434
7/7/2011,2353.15,0.009199297
7/8/2011,2318.15,-0.01487368
7/11/2011,2329.4,0.004853008
7/12/2011,2330.35,0.00040783
7/13/2011,2325.85,-0.00193104
7/14/2011,2326.3,0.000193478
7/15/2011,2345.15,0.008102996
7/18/2011,2301.25,-0.018719485
7/19/2011,2311.2,0.004323737
7/20/2011,2297.15,-0.006079093
7/21/2011,2320.45,0.010143003
7/22/2011,2316.05,-0.001896184
7/25/2011,2345.4,0.012672438
7/26/2011,2315.5,-0.012748358
7/27/2011,2302.6,-0.005571151
7/28/2011,2381.1,0.034091896
7/29/2011,2344.9,-0.015203057
8/1/2011,2307.35,-0.016013476
8/2/2011,2292.25,-0.006544304
8/3/2011,2275.6,-0.007263606
8/4/2011,2280.95,0.002351028
8/5/2011,2200.9,-0.035095026
8/8/2011,2136.55,-0.029238039
8/9/2011,2112.15,-0.01142028
8/10/2011,2118.45,0.002982743
8/11/2011,2158.45,0.01888173
8/12/2011,2139.65,-0.008709954
8/16/2011,2135.45,-0.001962938
8/17/2011,2147.9,0.005830153
8/18/2011,2151.95,0.001885563
8/19/2011,2146.45,-0.002555821
8/22/2011,2158.2,0.005474155
8/23/2011,2166.35,0.003776295
8/24/2011,2149.65,-0.007708819
8/25/2011,2104.7,-0.020910381
8/26/2011,2125.25,0.009763862
8/29/2011,2108.4,-0.007928479
8/30/2011,2119.6,0.005312085
9/2/2011,2130.6,0.005189658
9/5/2011,2129.9,-0.000328546
9/6/2011,2130.75,0.00039908
9/7/2011,2123.35,-0.003472956
9/8/2011,2117.15,-0.002919914
9/9/2011,2094.35,-0.010769194
9/12/2011,2076.95,-0.008308067
9/13/2011,2059.7,-0.008305448
9/14/2011,2043.85,-0.007695295
9/15/2011,2059.55,0.007681581
9/16/2011,2052.75,-0.003301692
9/19/2011,2067.6,0.007234198
9/20/2011,2058.5,-0.004401238
9/21/2011,2069.75,0.005465145
9/22/2011,2051.35,-0.008889963
9/23/2011,2004.65,-0.022765496
9/26/2011,2022.8,0.00905395
9/27/2011,2064.8,0.020763298
9/28/2011,2093.95,0.01411759
9/29/2011,2085.8,-0.003892166
9/30/2011,2091,0.002493048
10/3/2011,2098.95,0.003802009
10/4/2011,2100.4,0.000690822
10/5/2011,2091.7,-0.004142068
10/7/2011,2098.85,0.003418272
10/10/2011,2083.25,-0.007432642
10/11/2011,2059.55,-0.011376455
10/12/2011,2047.05,-0.006069287
10/13/2011,2058.25,0.005471288
10/14/2011,2061.95,0.001797644
10/17/2011,2075.05,0.006353209
10/18/2011,2071.25,-0.001831281
10/19/2011,2093.35,0.010669885
10/20/2011,2091.4,-0.000931521
10/21/2011,2106.05,0.007004877
10/24/2011,2087.2,-0.008950405
10/25/2011,2097.45,0.004910885
10/26/2011,2102.9,0.002598393
10/28/2011,2120.65,0.008440725
10/31/2011,2057.6,-0.02973145
11/1/2011,2103.5,0.022307543
11/2/2011,2102.55,-0.000451628
11/3/2011,2085.95,-0.007895175
11/4/2011,2113.5,0.013207411
11/8/2011,2045.25,-0.032292406
11/9/2011,2007.75,-0.018335167
11/11/2011,2027.65,0.009911593
11/14/2011,2029.7,0.001011023
11/15/2011,2003.55,-0.012883677
11/16/2011,1983.2,-0.010156971
11/17/2011,1993.45,0.005168415
11/18/2011,1998.75,0.002658707
11/21/2011,1968.65,-0.015059412
11/22/2011,1950.75,-0.009092525
11/23/2011,1902.5,-0.024734077
11/24/2011,1949.8,0.024862024
11/25/2011,1967.2,0.008923992
11/28/2011,1953.7,-0.006862546
11/29/2011,1943.55,-0.005195271
11/30/2011,1917.1,-0.013609117
12/1/2011,1900.15,-0.008841479
12/2/2011,1925.7,0.013446307
12/5/2011,1913.15,-0.006517111
12/7/2011,1909.85,-0.001724904
12/8/2011,1899.3,-0.005523994
12/9/2011,1863.15,-0.019033328
12/12/2011,1864.15,0.000536725
12/13/2011,1869.6,0.002923584
12/14/2011,1860,-0.005134788
12/15/2011,1875,0.008064516
12/16/2011,1840.15,-0.018586667
12/19/2011,1847.8,0.00415727
12/20/2011,1849.5,0.000920013
12/21/2011,1868.55,0.010300081
12/22/2011,1920.85,0.027989618
12/23/2011,1913.35,-0.003904521
12/26/2011,1919.55,0.00324039
12/27/2011,1926.05,0.00338621
12/28/2011,1927.8,0.000908595
12/29/2011,1938.5,0.005550368
12/30/2011,1945.15,0.003430487
1/2/2012,1981.85,0.01886744
1/3/2012,1986.35,0.002270606
1/4/2012,1985.55,-0.000402749
1/5/2012,1965.05,-0.010324595
1/6/2012,1951.25,-0.007022722
1/7/2012,1957.55,0.0032287
1/9/2012,1959.5,0.000996143
1/10/2012,1969.05,0.004873692
1/11/2012,1965.55,-0.001777507
1/12/2012,1959.7,-0.002976266
1/13/2012,1963.25,0.001811502
1/16/2012,1983.65,0.010390933
1/17/2012,1983.35,-0.000151236
1/18/2012,1979.9,-0.001739481
1/19/2012,1965.8,-0.007121572
1/20/2012,1962.75,-0.001551531
1/23/2012,1958.9,-0.001961534
1/24/2012,1944.85,-0.007172393
1/25/2012,1936.35,-0.004370517
1/27/2012,1946.35,0.005164356
1/30/2012,1934.45,-0.006114008
1/31/2012,1940.05,0.00289488
2/1/2012,1939.7,-0.000180408
2/2/2012,1960.5,0.010723308
2/3/2012,1959.95,-0.000280541
2/6/2012,1982.7,0.011607439
2/7/2012,2038.3,0.028042568
2/8/2012,2025.25,-0.006402394
2/9/2012,2039.25,0.006912727
2/10/2012,2034.55,-0.002304769
2/13/2012,2035.05,0.000245755
2/14/2012,2042.25,0.003537997
2/15/2012,2106.25,0.031337985
2/16/2012,2086.55,-0.009353116
2/17/2012,2086.35,-9.59E-05
2/21/2012,2088.1,0.000838785
2/22/2012,2083,-0.002442412
2/23/2012,2074.6,-0.004032645
2/24/2012,2079.55,0.002386002
2/27/2012,2065.75,-0.006636051
2/28/2012,2080.6,0.007188672
2/29/2012,2074.85,-0.002763626
3/1/2012,2087.4,0.00604863
3/2/2012,2084.4,-0.001437195
3/3/2012,2073.5,-0.005229323
3/5/2012,2075.25,0.000843984
3/6/2012,2080.05,0.002312974
3/7/2012,2083.4,0.001610538
3/9/2012,2084,0.000287991
3/12/2012,2082.9,-0.000527831
3/13/2012,2086.7,0.001824379
3/14/2012,2087.05,0.000167729
3/15/2012,2116.45,0.014086869
3/16/2012,2140.45,0.011339743
3/19/2012,2144.9,0.002079002
3/20/2012,2163.75,0.008788288
3/21/2012,2207.6,0.020265742
3/22/2012,2190.2,-0.007881863
3/23/2012,2171.75,-0.008423888
3/26/2012,2189.6,0.008219178
3/27/2012,2200.2,0.004841067
3/28/2012,2256.8,0.025724934
3/29/2012,2223.75,-0.01464463
3/30/2012,2316.55,0.04173131
4/2/2012,2277.6,-0.016813796
4/3/2012,2289.4,0.005180892
4/4/2012,2255,-0.015025771
4/9/2012,2210.75,-0.01962306
4/10/2012,2218.45,0.003482981
4/11/2012,2185.45,-0.014875251
4/12/2012,2172.85,-0.005765403
4/13/2012,2192.2,0.008905355
4/16/2012,2174.75,-0.00796004
4/17/2012,2210.2,0.016300724
4/18/2012,2251.9,0.018867071
4/19/2012,2214.75,-0.01649718
4/20/2012,2240.9,0.011807202
4/23/2012,2238.95,-0.000870186
4/24/2012,2211.65,-0.012193216
4/25/2012,2190.65,-0.009495173
4/26/2012,2179.9,-0.004907219
4/27/2012,2177.95,-0.000894536
4/28/2012,2179.9,0.000895337
4/30/2012,2144.05,-0.016445709
5/2/2012,2172.95,0.013479163
5/3/2012,2170.75,-0.001012449
5/4/2012,2137.3,-0.015409421
5/7/2012,2127.6,-0.004538436
5/8/2012,2100.3,-0.012831359
5/9/2012,2082.95,-0.008260725
5/10/2012,2054.35,-0.013730526
5/11/2012,2050.1,-0.002068781
5/14/2012,2056.35,0.003048632
5/15/2012,2028.8,-0.013397525
5/16/2012,2028.4,-0.000197161
5/17/2012,2063.95,0.017526129
5/18/2012,2049.65,-0.006928462
5/21/2012,2042.3,-0.003585978
5/22/2012,1990.15,-0.025534936
5/23/2012,1964.85,-0.01271261
5/24/2012,1981.35,0.008397588
5/25/2012,1995.05,0.006914478
5/28/2012,2004.8,0.004887096
5/29/2012,1988.05,-0.008354948
5/30/2012,2024.4,0.018284248
5/31/2012,2010,-0.007113219
6/1/2012,1973.5,-0.018159204
6/4/2012,1985.6,0.006131239
6/5/2012,2010,0.012288477
6/6/2012,1985.55,-0.012164179
6/7/2012,1990.15,0.002316738
6/8/2012,1988.8,-0.000678341
6/11/2012,1958.75,-0.015109614
6/12/2012,2033.65,0.038238673
6/13/2012,2048.3,0.007203796
6/14/2012,2019.7,-0.013962798
6/15/2012,2012.65,-0.003490617
6/18/2012,2000,-0.006285246
6/19/2012,2001,0.0005
6/20/2012,2033.7,0.016341829
6/21/2012,2022.35,-0.005580961
6/22/2012,2013.85,-0.004203031
6/25/2012,2016.7,0.0014152
6/26/2012,2017.3,0.000297516
6/27/2012,2003.25,-0.006964755
6/28/2012,2007.1,0.001921877
6/29/2012,2019.3,0.006078422
7/2/2012,2029.85,0.005224583
7/3/2012,2038.65,0.004335296
7/4/2012,2022.15,-0.008093591
7/5/2012,2019.3,-0.001409391
7/6/2012,2016.45,-0.00141138
7/9/2012,2015.7,-0.000371941
7/10/2012,2039.85,0.01198095
7/11/2012,2061.45,0.010589014
7/12/2012,2050.75,-0.005190521
7/13/2012,2040.65,-0.004925027
7/16/2012,2059.8,0.009384265
7/17/2012,2056.7,-0.001505
7/18/2012,2066.55,0.004789225
7/19/2012,2079.75,0.006387457
7/20/2012,2072.1,-0.003678327
7/23/2012,2073.85,0.000844554
7/24/2012,2110.85,0.017841213
7/25/2012,2150.05,0.018570718
7/26/2012,2150.75,0.000325574
7/27/2012,2130.6,-0.009368825
7/30/2012,2124.4,-0.002909978
7/31/2012,2109.95,-0.006801921
8/1/2012,2104.35,-0.002654091
8/2/2012,2123.95,0.00931404
8/3/2012,2111,-0.00609713
8/6/2012,2086.15,-0.011771672
8/7/2012,2100.2,0.006734894
8/8/2012,2087.85,-0.005880392
8/9/2012,2105.3,0.00835788
8/10/2012,2109.05,0.001781219
8/13/2012,2100.15,-0.004219909
8/14/2012,2100.25,4.76E-05
8/16/2012,2094.85,-0.002571122
8/17/2012,2089,-0.002792563
8/21/2012,2085.05,-0.001890857
8/22/2012,2089.1,0.001942399
8/23/2012,2115.1,0.012445551
8/24/2012,2093.75,-0.010094085
8/27/2012,2089.05,-0.002244776
8/28/2012,2085.65,-0.001627534
8/29/2012,2096.25,0.005082348
8/30/2012,2093.2,-0.001454979
8/31/2012,2099.95,0.003224728
9/3/2012,2099.1,-0.000404772
9/4/2012,2100.4,0.000619313
9/5/2012,2100.3,-4.76E-05
9/6/2012,2100,-0.000142837
9/7/2012,2099.85,-7.14E-05
9/8/2012,2115.25,0.007333857
9/10/2012,2190.75,0.03569318
9/11/2012,2224,0.015177451
9/12/2012,2175.1,-0.02198741
9/13/2012,2120.05,-0.025309181
9/14/2012,2091.4,-0.013513832
9/17/2012,2006.05,-0.040809984
9/18/2012,1999.35,-0.003339897
9/20/2012,1985.6,-0.006877235
9/21/2012,1972.95,-0.00637087
9/24/2012,1980.35,0.003750729
9/25/2012,1987.2,0.003458985
9/26/2012,1998.55,0.005711554
9/27/2012,1958.05,-0.020264692
9/28/2012,1981.05,0.01174638
10/1/2012,2003.15,0.0111557
10/3/2012,1980.3,-0.011407034
10/4/2012,1952.1,-0.014240267
10/5/2012,1943.05,-0.004636033
10/8/2012,1936.65,-0.003293791
10/9/2012,1951.1,0.007461338
10/10/2012,1962.4,0.005791605
10/11/2012,1968.95,0.00333775
10/12/2012,1969.7,0.000380914
10/15/2012,1977.6,0.004010763
10/16/2012,1991.9,0.007230987
10/17/2012,1994.7,0.001405693
10/18/2012,1991.5,-0.001604251
10/19/2012,1996.45,0.002485564
10/22/2012,2000,0.001778156
10/23/2012,1995.85,-0.002075
10/25/2012,2003.8,0.003983265
10/26/2012,1999.85,-0.001971255
10/29/2012,2004.4,0.002275171
10/30/2012,2005,0.000299341
10/31/2012,2005,0
11/1/2012,2005.05,2.49E-05
11/2/2012,1998.2,-0.003416374
11/5/2012,1998.95,0.000375338
11/6/2012,2001.45,0.001250657
11/7/2012,2000,-0.000724475
11/8/2012,2004.65,0.002325
11/9/2012,2005.5,0.000424014
11/12/2012,2010.9,0.002692595
11/13/2012,1999.05,-0.005892884
11/15/2012,1985.15,-0.006953303
11/16/2012,1997.2,0.00607007
11/19/2012,1996.2,-0.000500701
11/20/2012,1999.55,0.001678189
11/21/2012,2000.6,0.000525118
11/22/2012,2016.2,0.007797661
11/23/2012,2002.25,-0.006918956
11/26/2012,2049.8,0.023748283
11/27/2012,2050.2,0.000195141
11/29/2012,2055.95,0.002804604
11/30/2012,2050.1,-0.0028454
12/3/2012,2021.9,-0.013755427
12/4/2012,2041.35,0.009619665
12/5/2012,2050.95,0.00470277
12/6/2012,2050.95,0
12/7/2012,2050.05,-0.000438821
12/10/2012,2050.15,4.88E-05
12/11/2012,2050.35,9.76E-05
12/12/2012,2050.15,-9.75E-05
12/13/2012,2074.55,0.011901568
12/14/2012,2065.6,-0.004314189
12/17/2012,2069.8,0.002033308
12/18/2012,2069.95,7.25E-05
12/19/2012,2070.25,0.000144931
12/20/2012,2087.6,0.00838063
12/21/2012,2078.4,-0.004406975
12/24/2012,2082.25,0.001852386
12/26/2012,2085.7,0.001656862
12/27/2012,2113.25,0.013208995
12/28/2012,2119.25,0.002839229
12/31/2012,2168.05,0.023027014
1/1/2013,2145.7,-0.010308803
1/2/2013,2140.15,-0.002586568
1/3/2013,2144.05,0.001822302
1/4/2013,2160.05,0.007462513
1/7/2013,2181.6,0.009976621
1/8/2013,2186.6,0.002291896
1/9/2013,2190.05,0.001577792
1/10/2013,2190.25,9.13E-05
1/11/2013,2190.45,9.13E-05
1/14/2013,2188.95,-0.000684791
1/15/2013,2200.9,0.005459238
